Item_ID	Prefix	Noun	Verb	Habitual	Sentence	Context
125435:45	a structure	structure	is	structure	um, you know, what, what kind of a structure is it going *-1 to be *t*-2.	###speakerb28.###uh-huh.###speakera29.### and, um, and another question 0 * to ask *t*-1 is if they're, um, state certified um, you know, if the teachers have, um, their master's degree in, in child education and um, child development.###speakerb30.###okay.###speakera31.###speakerb32.###uh-huh###speakera33.
125444:26	shannon's school	school	is	school	what they do *t*-1 at shannon's school is * have a video tape going,	###speakera33.###um, you know, what, what kind of a structure is it going *-1 to be *t*-2.###um, when your child's a little bit older, like a three year old *t*-3 you'd be more concerned with if there's a type of care that it *exp*-2's torture for them to lay down and take a nap *t*-1.###speakerb34.###uh-huh.###speakera35.###is there like a mandatory nap time?###speakerb36.###time, uh-huh.###speakera37.
125447:8	the teacher	teacher	stays	teacher	and the teacher stays with the sleeping ones,	###speakerb34.###uh-huh.###speakera35.###is there like a mandatory nap time?###speakerb36.###time, uh-huh.###speakera37.###what they do *t*-1 at shannon's school is * have a video tape going,### and if, and they lay on these little mats,###and if they fall asleep, they kind of let them sleep,
125466:93	the church	church	is	church	and sometimes when the child's a lot younger *t*-1, before they're really, um, before three years old, you know, like the church is a good program	###speakerb42.###uh-huh.###um, you know, it's kind of scary, i guess 0 *t*-1, because you hear so many bad things about day cares lately,###speakera43.###that's true.###speakerb44.###and so, it's, i guess 0 it's such a growing concern,###but then there's a lot of good things 0 you don't hear *t*-1.###speakera45.###right.
125471:8	another consideration	consideration	is	consideration	and another consideration is how many infants or children are they, what's the ratio of, of teachers to to children *t*-1	###speakerb44.###and so, it's, i guess 0 it's such a growing concern,###but then there's a lot of good things 0 you don't hear *t*-1.###speakera45.###right.###and sometimes when the child's a lot younger *t*-1, before they're really, um, before three years old, you know, like the church is a good program###and sometimes you even consider, um, you know, *-1 having a private person come to your own home when they're real little *t*-2 or or something like that,###speakerb46.###right.###speakera47.
125543:6	my name	name	is	name	my name is donna,	###right.###speakera75.###and then other ones, uh, are the older children.###speakerb76.###uh-huh.###speakera77.###but it is a difficult situation, i think 0 *t*-1.### when they're, when they're little *t*-1 it *exp*-2's almost easier * to leave them because when they're three and they're cry *t*-3,###speakera1.###hi,
125570:11	my husband	husband	swims	husband	well, my husband swims every day at lunch, which he loves *-1 doing *t*-2	###that's fine.###and yourself.###speakerb6.###well, i, uh, i have,###i walked and run ev-, um, almost every morning.###i've sort of stopped here with the weather change,###but, uh, it's about a thirty minute exercise every morning.###speakera7.###uh-huh,###every morning.
125577:58	someone	someone	invites	someone	once in a while or if he has a business meeting or if he, um, someone invites him to lunch, he'll, he'll not go,	###speakera7.###uh-huh,###every morning.###well, my husband swims every day at lunch, which he loves *-1 doing *t*-2###speakerb8.###oh, that would,###that's fantastic exercise.###speakera9.###yeah,###he does it every day like a ritual.
125600:36	the bicycling	bicycling	is	bicycling	the, the, the bicycling is nice especially with the weather around here,	###and, um, we mumblex.###speakerb14.###i'd rather get a bicycle,###but i have an ex-, i had an exercise bike in the house, but didn't seem *-1 to use it enough,###so somebody sold it in a garage sale,### and so, uh but i'd like *-1 to get a bike and just do, uh, do biking outside.###speakera15.###oh.###speakerb16.###speakera17.
125683:6	what year	year	is	year	what year is it *t*-1?	###uh, chrysler lebaron,###yeah.###it won't be a ford.###i've got a ford mustang now,###and i hate it.###speakera5.###do you really?###speakerb6.###yeah.###speakera7.
125732:44	stuff	stuff	is	stuff	and then, and * changing gears at stop lights and stuff is really getting on my nerves now.	###she has a sister that *t*-1 lives in, uh, phoenix that *t*-2 has one and, uh, really, uh, enjoys it.###well, what, uh, what things do you consider *t*-1 when you buy a car *t*-2?###speakerb22.###um, the gas mileage for one thing,###and i've, i've, i've always had like stick shift.### i want *-1 to, the next car 0 i get *t*-2 i want it to be automatic.###speakera23.###i see.###speakerb24.### i, uh, i, i hate driving anyway,
126023:8	your shitty golf	golf	is	golf	your shitty golf is probably the best golf 0 i've ever seen *t*-1.	###speakerb60.###yeah.###for eighteen.###speakera61.###wow,###that's pretty good.###speakerb62.###yeah.###speakera63.###i'm talking to the wrong guy.
126067:11	my sense	sense	is	sense	um, my sense is that something may just have been done *-1 about it by congressmen mumblex	###uh-huh.###speakera6.###all, sorts of hours * calling and telling me that i want investment advise and i want this service and that service or the other thing.###speakerb7.###uh-huh.###speakera8.###speakerb9.###yes.###i hate those canned messages 0 they put *t*-1 on my recorder.###speakera10.
126150:17	your number	number	is	number	despite the fact that your number is unlisted *-1?	### and, and i don't give that out.###i have an unlisted number###so i don't,###speakera40.###yes,### that's, that's, that's one solution###but you, you, you nonetheless often get, get people calling you?###speakerb41.###sure.###speakera42.
126172:28	the address	address	is	address	i'll be thinking in mind 0 the address is,	###uh-huh.###speakerb49.### and, and companies can purchase this list###and what that is *t*-2 is people who *t*-1 buy from the mail.###speakera50.###yeah,###and they have a whole list of addresses and list of phone numbers.###speakerb51.###uh-huh.###speakera52.
126198:39	the telephone	telephone	is	telephone	that's, that's the telephone is not the only invasion of privacy.	###huh. yeah.###i don't know.###i think 0 it's gotten much worse the last, few years.###speakerb57.###uh-huh.###uh-huh.###speakera58.###maybe that's just because i've gotten on more lists.###speakerb59.###well, they, you know,
126344:34	her son	son	starts	son	i have a girlfriend that every time 0 her son starts *-1 taking things for granted *t*-2 *t*-3 she threatens *-4 to send him to mexico with her relatives and let him get a taste of that for a while.	###i mean, sometimes my kids are on the other side of town here###and they just see some really tiny modest wood frame homes###and then they think,###they're just kind of shocked at that side of town, you know.###speakerb54.###uh-huh.###uh-huh.###speakera55.###i probably lived in one of those when i was a little girl *t*-1.###speakerb56.
126380:4	nobody	nobody	has	nobody	nobody has called me from washington.	###speakera67.###speakerb68.###uh-huh.###speakera69.###but, what do i know *t*-1, right?.###speakerb70.###speakera71.###i'm just sitting at home and, and, uh, doing laundry today and certainly not up,###speakerb72.###speakera73.
126421:11	my husband	husband	works	husband	well, my husband works at t i over on central.	###i don't think so,###yeah,###patty might *?*.###i'm back.###speakera87.###oh, sure.###di-,###speakerb88.###but how did you get on it *t*-1?###speakera89.
126492:6	my husband	husband	is	husband	my husband is from new jersey	###uh-huh.###uh-huh.###speakera117.###speakerb118.###speakera119.### e-, even in some families some people talk a little bit different.###speakerb120.###oh, yeah.###yeah.###speakera121.
126498:31	new jersey	jersey	sounds	jersey	of course, i think 0 everybody in new jersey sounds a little bit funny	###speakerb120.###oh, yeah.###yeah.###speakera121.###my husband is from new jersey###and one of his sisters does things that *t*-1 really sound funny to me###and he doesn't pronounce them at all that way,###and that's one family, right?.###speakerb122.###speakera123.
126540:6	my sister	sister	is	sister	my sister is,	###no kids.###speakera137.###well, mumblex is.###speakerb138.###oh, shoot.###speakera139.###well, uh, i don't know if mine would want *-1 to go *-2 live in the ghetto.###well, one of them is real idealistic,###she might *?*.###speakerb140.
126597:8	his daughter	daughter	is	daughter	and his daughter is an attorney	###speakera15.###have you seen the movie class action with gene hackman?###speakerb16.###uh, no,###i haven't *?* yet.###speakera17.###i saw it this weekend###and it is, uh, to me an outstanding movie.###i thoroughly enjoyed it.###he is, uh, an attorney
126743:55	the song	song	says	song	i think 0 we're going *-1 to have a white christmas up here just like the song says.	###speakera63.###okay.###and i don't know###i can associate with some of the people in that movie because of the young students 0 i see *t*-1 over at the medical school.###but i hope 0 you have a very merry christmas.###speakerb64.###you too.###speakera65.###i'm looking forward to it.###speakerb66.
126844:31	t i	i	is	i	it, it seems like t i is pretty cut and dried with two, like, two or three levels.	###speakerb38.###i have *-1 to go to a business meeting once a month with him,###but###speakera39.###oh. well, that's interesting.###speakerb40.###so,###speakera41.###* let's see, uh,###what else about this, uh,
127025:39	the ukraine	ukraine	is	ukraine	but, but, the, the ukraine is especially significant because it, of the agriculture?	###are they,###speakerb27.###they're completely out now.###speakera28.###right,###i thought 0 they were *?*.###speakerb29.###yes,### the three, the three baltic, uh, republics got out as quickly as they could *?*.###speakera30.
